cost_risk_score,cost_risk_level,expenditure_pct,physical_progress_pct,expenditure_progress_gap,schedule_slippage_months,schedule_pressure_ratio,risk_reasons,risk_warnings,project_code,snapshot_date,project_category,actual_cost_overrun_pct
0,LOW,89.4585425430859,96.0,-6.541457456914102,1.0,1.0059171597633136,['No major cost-risk indicator was detected.'],[],617326,2026-04-01,Substation_Grid_Equipment,0.0
0,LOW,89.4585425430859,96.2,-6.741457456914105,2.0,1.0118343195266273,['No major cost-risk indicator was detected.'],[],617326,2026-05-01,Substation_Grid_Equipment,0.0
0,LOW,89.4585425430859,96.3,-6.8414574569141,3.0,1.017751479289941,['No major cost-risk indicator was detected.'],[],617326,2026-06-01,Substation_Grid_Equipment,0.0
5,LOW,0.0343796197614054,0.0,0.0343796197614054,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],617801,2025-10-01,Substation_Grid_Equipment,0.0
5,LOW,0.0343796197614054,0.0,0.0343796197614054,0.0,0.38095238095238093,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],617801,2025-11-01,Substation_Grid_Equipment,0.0
5,LOW,0.1994017946161515,0.0,0.1994017946161515,0.0,0.42857142857142855,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],617801,2025-12-01,Substation_Grid_Equipment,0.0
5,LOW,0.5002234675284492,0.0,0.5002234675284492,0.0,0.47619047619047616,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],617801,2026-01-01,Substation_Grid_Equipment,0.0
0,LOW,0.998727954068828,1.0,-0.0012720459311720278,0.0,0.5238095238095238,['No major cost-risk indicator was detected.'],[],617801,2026-02-01,Substation_Grid_Equipment,0.0
0,LOW,1.1998487296730498,1.2,-0.00015127032695017029,0.0,0.5714285714285714,['No major cost-risk indicator was detected.'],[],617801,2026-03-01,Substation_Grid_Equipment,0.0
0,LOW,1.2170385395537524,1.5,-0.2829614604462476,0.0,0.6190476190476191,['No major cost-risk indicator was detected.'],[],617801,2026-04-01,Substation_Grid_Equipment,0.0
0,LOW,1.9991748891257264,2.0,-0.0008251108742736157,0.0,0.6666666666666666,['No major cost-risk indicator was detected.'],[],617801,2026-05-01,Substation_Grid_Equipment,0.0
0,LOW,2.9996218241826247,6.0,-3.0003781758173753,0.0,0.7142857142857143,['No major cost-risk indicator was detected.'],[],617801,2026-06-01,Substation_Grid_Equipment,0.0
0,LOW,5.9983720493394275,9.0,-3.0016279506605725,0.0,0.9444444444444444,['No major cost-risk indicator was detected.'],[],619029,2026-02-01,Transmission_System,0.0
0,LOW,14.49815290213512,15.0,-0.5018470978648804,-0.0,1.0,['No major cost-risk indicator was detected.'],[],619029,2026-03-01,Transmission_System,0.0
0,LOW,15.997745914469975,18.0,-2.0022540855300246,1.0,1.0555555555555556,['No major cost-risk indicator was detected.'],[],619029,2026-04-01,Transmission_System,0.0
0,LOW,15.997745914469975,21.0,-5.002254085530025,2.0,1.1111111111111112,['No major cost-risk indicator was detected.'],[],619029,2026-05-01,Transmission_System,0.0
0,LOW,19.998747730261098,31.0,-11.001252269738902,3.0,1.1666666666666667,['No major cost-risk indicator was detected.'],[],619029,2026-06-01,Transmission_System,0.0
0,LOW,87.99979700812531,94.0,-6.000202991874687,8.0,1.4,['No major cost-risk indicator was detected.'],[],900808,2025-07-01,Transmission_System,0.0
0,LOW,90.00011277326372,95.0,-4.999887226736277,9.0,1.45,['No major cost-risk indicator was detected.'],[],900808,2025-08-01,Transmission_System,0.0
0,LOW,91.99986467208352,96.0,-4.000135327916482,10.0,1.5,['No major cost-risk indicator was detected.'],[],900808,2025-09-01,Transmission_System,0.0
0,LOW,94.99991542005222,97.0,-2.0000845799477815,11.0,1.55,['No major cost-risk indicator was detected.'],[],900808,2025-10-01,Transmission_System,0.0
0,LOW,95.98668147755532,98.0,-2.0133185224446777,12.0,1.6,['No major cost-risk indicator was detected.'],[],900808,2025-11-01,Transmission_System,0.0
0,LOW,96.99882151939416,98.0,-1.0011784806058444,13.0,1.65,['No major cost-risk indicator was detected.'],[],900808,2025-12-01,Transmission_System,0.0
0,LOW,97.99996616802088,99.0,-1.000033831979124,14.0,1.7,['No major cost-risk indicator was detected.'],[],900808,2026-01-01,Transmission_System,0.0
0,LOW,98.99998308401044,99.0,-1.6915989561994138e-05,15.0,1.75,['No major cost-risk indicator was detected.'],[],900808,2026-02-01,Transmission_System,0.0
0,LOW,99.49985057542555,99.68,-0.18014942457445215,16.0,1.8,['No major cost-risk indicator was detected.'],[],900808,2026-03-01,Transmission_System,0.0
0,LOW,99.59993684697233,99.69,-0.0900631530276712,17.0,1.85,['No major cost-risk indicator was detected.'],[],900808,2026-04-01,Transmission_System,0.0
0,LOW,99.59993684697233,99.69,-0.0900631530276712,18.0,1.9,['No major cost-risk indicator was detected.'],[],900808,2026-05-01,Transmission_System,0.0
35,MEDIUM,82.0111448834853,96.0,-13.9888551165147,77.0,3.138888888888889,"['Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000184,2024-08-01,Other_Power_Transmission,0.0
35,MEDIUM,82.5177304964539,98.0,-15.482269503546107,80.0,3.2222222222222223,"['Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000184,2024-11-01,Other_Power_Transmission,0.0
95,HIGH,140.59338468204322,77.1,63.49338468204323,68.0,2.4166666666666665,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2024-08-01,Other_Power_Transmission,92.0175331586187
95,HIGH,141.43134178301452,77.14,64.29134178301452,69.0,2.4375,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2024-09-01,Other_Power_Transmission,92.0175331586187
95,HIGH,144.4866040442367,77.6,66.88660404423672,71.0,2.4791666666666665,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2024-11-01,Other_Power_Transmission,92.0175331586187
95,HIGH,145.0052792980006,77.6,67.40527929800061,72.0,2.5,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2024-12-01,Other_Power_Transmission,92.0175331586187
95,HIGH,145.93473020894243,77.9,68.03473020894242,73.0,2.5208333333333335,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2025-01-01,Other_Power_Transmission,92.0175331586187
95,HIGH,147.4364906760446,79.5,67.9364906760446,74.0,2.5416666666666665,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2025-02-01,Other_Power_Transmission,92.0175331586187
95,HIGH,159.9025748671762,80.0,79.90257486717621,75.0,2.5625,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2025-03-01,Other_Power_Transmission,92.0175331586187
60,HIGH,159.9025748671762,81.0,78.90257486717621,1.0,1.0133333333333334,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.']",[],N18000249,2025-04-01,Other_Power_Transmission,92.0175331586187
95,HIGH,159.9025748671762,81.5,78.40257486717621,77.0,2.6041666666666665,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2025-05-01,Other_Power_Transmission,92.0175331586187
95,HIGH,159.9025748671762,81.7,78.20257486717621,78.0,2.625,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000249,2025-06-01,Other_Power_Transmission,92.0175331586187
40,MEDIUM,96.36493828416478,95.0,1.3649382841647792,68.0,2.4166666666666665,"['Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2024-08-01,Other_Power_Transmission,31.08134282075311
40,MEDIUM,97.57949496510692,95.3,2.2794949651069203,71.0,2.4791666666666665,"['Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2024-11-01,Other_Power_Transmission,31.08134282075311
40,MEDIUM,98.22414127047168,95.4,2.824141270471671,72.0,2.5,"['Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2024-12-01,Other_Power_Transmission,31.08134282075311
40,MEDIUM,98.33761467171948,95.5,2.8376146717194786,73.0,2.5208333333333335,"['Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2025-01-01,Other_Power_Transmission,31.08134282075311
40,MEDIUM,99.11432053888127,95.6,3.514320538881279,74.0,2.5416666666666665,"['Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2025-02-01,Other_Power_Transmission,31.08134282075311
75,HIGH,103.22929648447663,95.7,7.529296484476632,75.0,2.5625,"['Expenditure has exceeded the original approved cost.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2025-03-01,Other_Power_Transmission,31.08134282075311
40,MEDIUM,103.22929648447663,95.8,7.429296484476637,1.0,1.0133333333333334,['Expenditure has exceeded the original approved cost.'],['Expenditure is currently ahead of physical progress.'],N18000250,2025-04-01,Other_Power_Transmission,31.08134282075311
75,HIGH,103.22929648447663,95.9,7.329296484476629,77.0,2.6041666666666665,"['Expenditure has exceeded the original approved cost.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2025-05-01,Other_Power_Transmission,31.08134282075311
75,HIGH,102.32209620587987,96.0,6.322096205879873,78.0,2.625,"['Expenditure has exceeded the original approved cost.', 'Project is significantly beyond its original schedule.', 'Elapsed project duration is more than twice the planned duration.']",['Expenditure is currently ahead of physical progress.'],N18000250,2025-06-01,Other_Power_Transmission,31.08134282075311
10,LOW,70.93714131388832,97.0,-26.06285868611168,23.0,2.4375,['Elapsed project duration is more than twice the planned duration.'],[],N18000300,2024-08-01,Transmission_System,0.0
10,LOW,74.3437900128041,92.0,-17.656209987195894,20.0,2.111111111111111,['Elapsed project duration is more than twice the planned duration.'],[],N18000306,2024-08-01,Transmission_System,0.0
10,LOW,82.73047375160051,99.0,-16.269526248399487,23.0,2.2777777777777777,['Elapsed project duration is more than twice the planned duration.'],[],N18000306,2024-11-01,Transmission_System,0.0
10,LOW,87.40656063618289,95.0,-7.593439363817112,20.0,2.111111111111111,['Elapsed project duration is more than twice the planned duration.'],[],N18000307,2024-08-01,Transmission_System,0.0
10,LOW,87.88369781312127,100.0,-12.116302186878727,23.0,2.2777777777777777,['Elapsed project duration is more than twice the planned duration.'],[],N18000307,2024-11-01,Transmission_System,0.0
5,LOW,45.64788195767379,44.0,1.647881957673789,0.0,0.9696969696969697,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000330,2024-11-01,Transmission_System,0.0
0,LOW,46.34061861383395,47.0,-0.6593813861660465,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000330,2024-12-01,Transmission_System,0.0
0,LOW,46.34061861383395,47.0,-0.6593813861660465,1.0,1.0303030303030303,['No major cost-risk indicator was detected.'],[],N18000330,2025-01-01,Transmission_System,0.0
5,LOW,49.804301894634754,48.0,1.8043018946347544,2.0,1.0606060606060606,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000330,2025-02-01,Transmission_System,0.0
5,LOW,50.15067022271483,48.0,2.1506702227148295,3.0,1.0909090909090908,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000330,2025-03-01,Transmission_System,0.0
5,LOW,50.15067022271483,48.0,2.1506702227148295,4.0,1.121212121212121,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000330,2025-04-01,Transmission_System,0.0
5,LOW,51.88251186311523,48.0,3.8825118631152336,5.0,1.1515151515151516,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000330,2025-05-01,Transmission_System,0.0
25,LOW,69.11087250181845,48.0,21.11087250181845,6.0,1.1818181818181819,['Expenditure is substantially ahead of physical progress.'],[],N18000330,2025-06-01,Transmission_System,0.0
0,LOW,53.37580326591927,63.0,-9.624196734080734,11.0,1.5789473684210527,['No major cost-risk indicator was detected.'],[],N18000331,2024-08-01,Transmission_System,0.0
0,LOW,65.36567724705816,73.0,-7.634322752941841,14.0,1.736842105263158,['No major cost-risk indicator was detected.'],[],N18000331,2024-11-01,Transmission_System,0.0
0,LOW,75.43327676857596,79.0,-3.566723231424035,16.0,1.8421052631578947,['No major cost-risk indicator was detected.'],[],N18000331,2025-01-01,Transmission_System,0.0
0,LOW,80.71883606420563,94.0,-13.281163935794368,17.0,1.894736842105263,['No major cost-risk indicator was detected.'],[],N18000331,2025-02-01,Transmission_System,0.0
0,LOW,81.2752107269035,82.0,-0.7247892730965049,18.0,1.9473684210526316,['No major cost-risk indicator was detected.'],[],N18000331,2025-03-01,Transmission_System,0.0
5,LOW,87.39533201657996,84.0,3.3953320165799568,19.0,2.0,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000331,2025-04-01,Transmission_System,0.0
10,LOW,88.78626867332461,90.0,-1.2137313266753864,20.0,2.0526315789473686,['Elapsed project duration is more than twice the planned duration.'],[],N18000331,2025-05-01,Transmission_System,0.0
15,LOW,91.0451498038779,90.0,1.045149803877905,21.0,2.1052631578947367,['Elapsed project duration is more than twice the planned duration.'],['Expenditure is currently ahead of physical progress.'],N18000331,2025-06-01,Transmission_System,0.0
0,LOW,77.44417767106843,80.0,-2.555822328931569,9.0,1.5,['No major cost-risk indicator was detected.'],[],N18000332,2024-08-01,Transmission_System,0.0
5,LOW,85.57142857142857,83.0,2.5714285714285694,13.0,1.7222222222222223,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000332,2024-12-01,Transmission_System,0.0
5,LOW,85.75150060024009,83.0,2.7515006002400924,14.0,1.7777777777777777,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000332,2025-01-01,Transmission_System,0.0
5,LOW,86.59183673469387,86.0,0.5918367346938709,15.0,1.8333333333333333,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000332,2025-02-01,Transmission_System,0.0
0,LOW,87.01200480192077,88.0,-0.9879951980792328,16.0,1.8888888888888888,['No major cost-risk indicator was detected.'],[],N18000332,2025-03-01,Transmission_System,0.0
0,LOW,89.47298919567827,90.3,-0.8270108043217306,17.0,1.9444444444444444,['No major cost-risk indicator was detected.'],[],N18000332,2025-04-01,Transmission_System,0.0
0,LOW,90.73349339735891,92.7,-1.9665066026410898,18.0,2.0,['No major cost-risk indicator was detected.'],[],N18000332,2025-05-01,Transmission_System,33.13325330132052
70,HIGH,121.80552220888354,94.1,27.70552220888355,19.0,2.0555555555555554,"['Expenditure has exceeded the original approved cost.', 'Expenditure is substantially ahead of physical progress.', 'Elapsed project duration is more than twice the planned duration.']",[],N18000332,2025-06-01,Transmission_System,33.13325330132052
0,LOW,31.6504645791933,64.0,-32.3495354208067,0.0,0.78125,['No major cost-risk indicator was detected.'],[],N18000338,2024-08-01,Transmission_System,0.0
0,LOW,35.73231645093722,68.0,-32.26768354906278,0.0,0.875,['No major cost-risk indicator was detected.'],[],N18000338,2024-11-01,Transmission_System,0.0
0,LOW,36.2694022235351,87.0,-50.7305977764649,0.0,0.90625,['No major cost-risk indicator was detected.'],[],N18000338,2024-12-01,Transmission_System,0.0
0,LOW,37.34357376873087,90.0,-52.65642623126913,0.0,0.9375,['No major cost-risk indicator was detected.'],[],N18000338,2025-01-01,Transmission_System,0.0
0,LOW,37.880659541328754,91.0,-53.119340458671246,0.0,0.96875,['No major cost-risk indicator was detected.'],[],N18000338,2025-02-01,Transmission_System,0.0
0,LOW,38.41774531392664,100.0,-61.58225468607336,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000338,2025-03-01,Transmission_System,0.0
0,LOW,23.42222366583298,51.0,-27.57777633416702,0.0,0.6111111111111112,['No major cost-risk indicator was detected.'],[],N18000343,2024-08-01,Transmission_System,0.0
0,LOW,32.90674635398057,59.0,-26.093253646019427,0.0,0.6944444444444444,['No major cost-risk indicator was detected.'],[],N18000343,2024-11-01,Transmission_System,0.0
0,LOW,40.70224445382792,62.0,-21.297755546172077,0.0,0.7222222222222222,['No major cost-risk indicator was detected.'],[],N18000343,2024-12-01,Transmission_System,0.0
0,LOW,43.95036866209764,68.0,-24.049631337902362,0.0,0.75,['No major cost-risk indicator was detected.'],[],N18000343,2025-01-01,Transmission_System,0.0
0,LOW,53.04511644525287,80.0,-26.954883554747127,0.0,0.7777777777777778,['No major cost-risk indicator was detected.'],[],N18000343,2025-02-01,Transmission_System,0.0
0,LOW,59.86617728261928,89.0,-29.133822717380717,0.0,0.8055555555555556,['No major cost-risk indicator was detected.'],[],N18000343,2025-03-01,Transmission_System,0.0
0,LOW,59.86617728261928,89.0,-29.133822717380717,0.0,0.8333333333333334,['No major cost-risk indicator was detected.'],[],N18000343,2025-04-01,Transmission_System,0.0
0,LOW,76.29843765225583,99.9,-23.601562347744178,0.0,0.8611111111111112,['No major cost-risk indicator was detected.'],[],N18000343,2025-05-01,Transmission_System,0.0
0,LOW,97.07668821255724,100.0,-2.9233117874427563,0.0,0.8888888888888888,['No major cost-risk indicator was detected.'],[],N18000343,2025-06-01,Transmission_System,0.0
0,LOW,22.187953555878085,37.0,-14.812046444121915,9.0,2.0,['No major cost-risk indicator was detected.'],[],N18000350,2024-08-01,Transmission_System,0.0
10,LOW,35.43178519593614,50.0,-14.568214804063857,10.0,2.111111111111111,['Elapsed project duration is more than twice the planned duration.'],[],N18000350,2024-09-01,Transmission_System,0.0
10,LOW,48.39052456976986,63.0,-14.609475430230141,12.0,2.3333333333333335,['Elapsed project duration is more than twice the planned duration.'],[],N18000350,2024-11-01,Transmission_System,0.0
10,LOW,52.0189715944433,71.0,-18.9810284055567,13.0,2.4444444444444446,['Elapsed project duration is more than twice the planned duration.'],[],N18000350,2024-12-01,Transmission_System,0.0
10,LOW,53.57402031930334,78.0,-24.425979680696663,14.0,2.5555555555555554,['Elapsed project duration is more than twice the planned duration.'],[],N18000350,2025-01-01,Transmission_System,0.0
10,LOW,65.23688575575368,85.0,-19.763114244246324,15.0,2.6666666666666665,['Elapsed project duration is more than twice the planned duration.'],[],N18000350,2025-02-01,Transmission_System,0.0
10,LOW,65.49606054323036,89.0,-23.503939456769643,16.0,2.7777777777777777,['Elapsed project duration is more than twice the planned duration.'],[],N18000350,2025-03-01,Transmission_System,0.0
10,LOW,67.0511092680904,91.0,-23.9488907319096,17.0,2.888888888888889,['Elapsed project duration is more than twice the planned duration.'],[],N18000350,2025-04-01,Transmission_System,0.0
15,LOW,95.8402446609994,93.0,2.840244660999403,18.0,3.0,['Elapsed project duration is more than twice the planned duration.'],['Expenditure is currently ahead of physical progress.'],N18000350,2025-05-01,Transmission_System,0.0
15,LOW,96.00093302923491,95.0,1.0009330292349148,19.0,3.111111111111111,['Elapsed project duration is more than twice the planned duration.'],['Expenditure is currently ahead of physical progress.'],N18000350,2025-06-01,Transmission_System,0.0
5,LOW,58.634837035340816,56.0,2.6348370353408157,0.0,0.53125,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000351,2024-08-01,Transmission_System,0.0
5,LOW,61.24914128692467,58.0,3.2491412869246687,0.0,0.625,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000351,2024-11-01,Transmission_System,0.0
0,LOW,61.24914128692467,72.0,-10.750858713075331,0.0,0.65625,['No major cost-risk indicator was detected.'],[],N18000351,2024-12-01,Transmission_System,0.0
0,LOW,62.01244179833601,75.0,-12.987558201663987,0.0,0.6875,['No major cost-risk indicator was detected.'],[],N18000351,2025-01-01,Transmission_System,0.0
0,LOW,62.9665674376002,84.0,-21.033432562399803,0.0,0.71875,['No major cost-risk indicator was detected.'],[],N18000351,2025-02-01,Transmission_System,0.0
0,LOW,66.40141973895123,92.0,-25.598580261048767,0.0,0.75,['No major cost-risk indicator was detected.'],[],N18000351,2025-03-01,Transmission_System,0.0
0,LOW,68.69132127318527,99.0,-30.308678726814733,0.0,0.78125,['No major cost-risk indicator was detected.'],[],N18000351,2025-04-01,Transmission_System,0.0
0,LOW,68.69132127318527,99.0,-30.308678726814733,0.0,0.8125,['No major cost-risk indicator was detected.'],[],N18000351,2025-05-01,Transmission_System,0.0
0,LOW,92.00061064040914,99.8,-7.799389359590862,0.0,0.84375,['No major cost-risk indicator was detected.'],[],N18000351,2025-06-01,Transmission_System,0.0
0,LOW,9.652866695120215,26.0,-16.347133304879783,0.0,0.7083333333333334,['No major cost-risk indicator was detected.'],[],N18000353,2024-08-01,Other_Power_Transmission,0.0
0,LOW,19.25593967847489,50.0,-30.74406032152511,0.0,0.8333333333333334,['No major cost-risk indicator was detected.'],[],N18000353,2024-11-01,Other_Power_Transmission,0.0
0,LOW,22.1012946365059,57.0,-34.8987053634941,0.0,0.875,['No major cost-risk indicator was detected.'],[],N18000353,2024-12-01,Other_Power_Transmission,0.0
0,LOW,31.704367619860573,63.0,-31.295632380139427,0.0,0.9166666666666666,['No major cost-risk indicator was detected.'],[],N18000353,2025-01-01,Other_Power_Transmission,0.0
0,LOW,35.261061317399346,84.0,-48.738938682600654,0.0,0.9583333333333334,['No major cost-risk indicator was detected.'],[],N18000353,2025-02-01,Other_Power_Transmission,0.0
0,LOW,45.93114241001564,84.0,-38.06885758998436,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000353,2025-03-01,Other_Power_Transmission,0.0
0,LOW,57.668231611893574,91.0,-33.331768388106426,1.0,1.0416666666666667,['No major cost-risk indicator was detected.'],[],N18000353,2025-04-01,Other_Power_Transmission,0.0
0,LOW,77.49324228197467,98.8,-21.306757718025324,2.0,1.0833333333333333,['No major cost-risk indicator was detected.'],[],N18000353,2025-05-01,Other_Power_Transmission,0.0
0,LOW,99.99644330630244,100.0,-0.003556693697561286,3.0,1.125,['No major cost-risk indicator was detected.'],[],N18000353,2025-06-01,Other_Power_Transmission,0.0
0,LOW,39.876329640398986,50.0,-10.123670359601014,0.0,0.9444444444444444,['No major cost-risk indicator was detected.'],[],N18000354,2024-08-01,Transmission_System,0.0
0,LOW,43.078508594353856,54.0,-10.921491405646144,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000354,2024-09-01,Transmission_System,0.0
0,LOW,54.484890868268984,69.0,-14.515109131731016,2.0,1.1111111111111112,['No major cost-risk indicator was detected.'],[],N18000354,2024-11-01,Transmission_System,0.0
0,LOW,56.32522360042695,77.0,-20.674776399573048,3.0,1.1666666666666667,['No major cost-risk indicator was detected.'],[],N18000354,2024-12-01,Transmission_System,0.0
0,LOW,63.68655452905886,87.0,-23.31344547094114,4.0,1.2222222222222223,['No major cost-risk indicator was detected.'],[],N18000354,2025-01-01,Transmission_System,0.0
0,LOW,65.89495380764842,97.0,-31.10504619235158,5.0,1.2777777777777777,['No major cost-risk indicator was detected.'],[],N18000354,2025-02-01,Transmission_System,0.0
0,LOW,68.47141963266958,100.0,-31.52858036733042,6.0,1.3333333333333333,['No major cost-risk indicator was detected.'],[],N18000354,2025-03-01,Transmission_System,0.0
0,LOW,21.740299654245103,60.0,-38.259700345754894,0.0,0.7083333333333334,['No major cost-risk indicator was detected.'],[],N18000355,2024-08-01,Transmission_System,0.0
0,LOW,41.02573953131003,78.0,-36.97426046868997,0.0,0.75,['No major cost-risk indicator was detected.'],[],N18000355,2024-09-01,Transmission_System,0.0
0,LOW,49.477525931617365,89.0,-39.522474068382635,0.0,0.8333333333333334,['No major cost-risk indicator was detected.'],[],N18000355,2024-11-01,Transmission_System,0.0
0,LOW,56.0084517864003,94.0,-37.9915482135997,0.0,0.875,['No major cost-risk indicator was detected.'],[],N18000355,2024-12-01,Transmission_System,0.0
0,LOW,66.38109873223203,98.0,-31.618901267767967,0.0,0.9166666666666666,['No major cost-risk indicator was detected.'],[],N18000355,2025-01-01,Transmission_System,0.0
0,LOW,69.45447560507107,98.0,-28.545524394928933,0.0,0.9583333333333334,['No major cost-risk indicator was detected.'],[],N18000355,2025-02-01,Transmission_System,0.0
0,LOW,72.14368036880522,100.0,-27.85631963119478,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000355,2025-03-01,Transmission_System,0.0
0,LOW,33.89219133735209,40.0,-6.107808662647912,0.0,0.9444444444444444,['No major cost-risk indicator was detected.'],[],N18000356,2024-08-01,Transmission_System,0.0
0,LOW,37.70861241348515,40.0,-2.291387586514851,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000356,2024-09-01,Transmission_System,0.0
0,LOW,49.15089863808886,72.0,-22.84910136191114,3.0,1.1666666666666667,['No major cost-risk indicator was detected.'],[],N18000356,2024-12-01,Transmission_System,0.0
0,LOW,55.91859231971422,80.0,-24.08140768028578,4.0,1.2222222222222223,['No major cost-risk indicator was detected.'],[],N18000356,2025-01-01,Transmission_System,0.0
0,LOW,56.61629269926323,87.0,-30.383707300736774,5.0,1.2777777777777777,['No major cost-risk indicator was detected.'],[],N18000356,2025-02-01,Transmission_System,0.0
0,LOW,59.33732417950436,89.0,-29.662675820495643,6.0,1.3333333333333333,['No major cost-risk indicator was detected.'],[],N18000356,2025-03-01,Transmission_System,0.0
0,LOW,66.73294820272383,90.7,-23.96705179727617,7.0,1.3888888888888888,['No major cost-risk indicator was detected.'],[],N18000356,2025-04-01,Transmission_System,0.0
0,LOW,89.39425653047556,91.9,-2.5057434695244467,8.0,1.4444444444444444,['No major cost-risk indicator was detected.'],[],N18000356,2025-05-01,Transmission_System,0.0
0,LOW,90.01869837017192,91.9,-1.8813016298280871,9.0,1.5,['No major cost-risk indicator was detected.'],[],N18000356,2025-06-01,Transmission_System,0.0
0,LOW,20.792583757996315,25.0,-4.207416242003685,0.0,0.8095238095238095,['No major cost-risk indicator was detected.'],[],N18000357,2024-08-01,Substation_Grid_Equipment,0.0
0,LOW,28.154613466334165,30.0,-1.8453865336658346,0.0,0.8571428571428571,['No major cost-risk indicator was detected.'],[],N18000357,2024-09-01,Substation_Grid_Equipment,0.0
0,LOW,38.02125121977664,70.0,-31.978748780223363,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000357,2024-12-01,Substation_Grid_Equipment,0.0
0,LOW,50.490079149951214,74.0,-23.509920850048786,1.0,1.0476190476190477,['No major cost-risk indicator was detected.'],[],N18000357,2025-01-01,Substation_Grid_Equipment,0.0
0,LOW,55.69445950341537,83.0,-27.305540496584626,2.0,1.0952380952380953,['No major cost-risk indicator was detected.'],[],N18000357,2025-02-01,Substation_Grid_Equipment,0.0
